,merged_full_name,transactor_type
1749487,join the union join the union,Organization
1749490,private property rights michigan pac private property rights michigan pac (superpac),Organization
1749491,committee to keep judge jennifer dee committee to keep judge jennifer deegan,Organization
1781226,cte steven a heisler cte steven a heisler,Organization
1781233,cte james jolly for judge cte james jolly for judge,Organization
1794720,committee to elect denis mccarthy committee to elect denis mccarthy,Organization
1802988,vote for equality (superpac) vote for equality (superpac),Organization
1802989,friends of jeremy bowie friends of jeremy bowie,Organization
1802991,abolish the electoral college abolish the electoral college,Organization
1805530,the justice project ie pac superpac the justice project ie pac superpac,Organization
1808726,the justice project the justice project,Organization
1808728,conservative battleground fund conservative battleground fund,Organization
1846415,committee to elect todd e. briggs fo committee to elect todd e. briggs for probate judge,Organization
1853349,astellas us llc pac astellas us llc pac,Organization
1855216,mi poder pac (superpac) mi poder pac (superpac),Organization
1862191,dan obrien for probate judge dan obrien for probate judge,Organization
1863941,committee to elect andrea bradley-ba committee to elect andrea bradley-baskin,Organization
1867446,always with the people leadership fu always with the people leadership fund,Organization
1867447,joe barone for judge joe barone for judge,Organization
1867449,restore michigans future restore michigans future,Organization
1899504,jennifer kelly jennifer kelly,Organization
1899508,gopac election fund gopac election fund,Organization
1899511,everytown-demand a seat pac michigan everytown-demand a seat pac michigan,Organization
1899522,rslc victory fund rslc victory fund,Organization
1903127,everytown for gun safety victory fun everytown for gun safety victory fund superpac,Organization
1922957,a pleasant peninsula pac a pleasant peninsula pac,Organization
1922959,huwaida arraf for umich regent huwaida arraf for umich regent,Organization
1924847,save our schools pac save our schools political action committee,Organization
1924859,the juno fund the juno fund,Organization
1924862,cte traci richards for judge cte traci richards for judge,Organization
1924864,mental health pac mental health pac,Organization
1924868,committee to elect macie gaines committee to elect macie gaines,Organization
1924879,committee to elect vanessa moss to 3 committee to elect vanessa moss to 36th district court,Organization
1944019,democratic voters pac democratic voters pac,Organization
1944022,stop maga pac stop maga pac,Organization
1949228,committee to re-elect judge gregory committee to re-elect judge gregory pittman,Organization
1949236,21st century club 21st century club,Organization
1949247,the committee to elect malaika ramse the committee to elect malaika ramsey heath for judge,Organization
1949253,rebekah warren leadership fund rebekah warren leadership fund,Organization
1949268,committee to elect ronald singer committee to elect ronald singer,Organization
1949880,somos pac (superpac) somos pac (superpac),Organization
1951606,cavanagh leadership fund cavanagh leadership fund,Organization
1951640,citizens supporting tory rocca citizens supporting tory rocca,Organization
1952894,fund for a republican majority fund for a republican majority,Organization
1952925,referendums of michigan referendums of michigan,Organization
1952979,harvest the sun harvest the sun,Organization
1952989,nrg energy inc political action comm nrg energy inc political action committee,Organization
1952993,citizens for accountable government citizens for accountable government,Organization
1953044,jonathan blair for circuit court jud jonathan blair for circuit court judge,Organization
1953046,friends of emu friends of eastern michigan university,Organization
1953052,dana thompson for wayne state dana thompson for wayne state university board of governors,Organization
1953055,frank lambert committee frank lambert committee,Organization
1953086,susan longsworth for judge susan longsworth for judge,Organization
1953107,committee to elect charles longstree committee to elect charles longstreet 3rd circuit court judge,Organization
1954387,comm to elect kahlilia yvette davis committee to elect kahlilia yvette davis,Organization
1954465,friends of lisa brayton friends of lisa brayton,Organization
1954494,committee to elect craig r. cooper p committee to elect craig r. cooper probate judge,Organization
1954544,committee to elect jeremiah buffalo committee to elect jeremiah buffalo wirgau probate judge,Organization
1954579,jonathan hoover jonathan hoover,Organization
1955959,miller for michigan miller for michigan,Organization
